"(0, 0.024533398)","(3, 0.0117604025)","(6, 0.024370572)","(9, 0.024282569)","(11, 0.087491915)","(18, 0.035221614)","(20, 0.010940706)","(21, 0.017255986)","(22, 0.26290938)","(30, 0.039076004)","(31, 0.10842683)","(32, 0.05406494)","(35, 0.027102653)","(37, 0.1388918)","(38, 0.03145862)","(39, 0.03614924)"
"(2, 0.015250766)","(4, 0.010231443)","(6, 0.23333174)","(10, 0.20852497)","(13, 0.27994895)","(21, 0.1131283)","(27, 0.02955731)","(30, 0.012934507)","(32, 0.015599444)"
"(3, 0.06458186)","(4, 0.022941502)","(5, 0.0120231025)","(6, 0.09944864)","(7, 0.06016531)","(11, 0.054396342)","(12, 0.01627862)","(15, 0.025350692)","(16, 0.011293175)","(18, 0.028086133)","(22, 0.057507876)","(24, 0.01709547)","(26, 0.044290517)","(30, 0.13936733)","(31, 0.020072328)","(32, 0.08830493)","(33, 0.01777034)","(34, 0.021030348)","(35, 0.062745005)","(37, 0.04328446)","(38, 0.017607607)"
"(0, 0.017518122)","(4, 0.014720649)","(8, 0.015952518)","(9, 0.15423506)","(18, 0.04844309)","(19, 0.036183022)","(20, 0.022273412)","(21, 0.026490105)","(22, 0.29624704)","(23, 0.024264889)","(26, 0.010786372)","(30, 0.03797493)","(33, 0.0467396)","(36, 0.018223647)","(38, 0.10754594)","(39, 0.021186285)"
"(2, 0.026020346)","(3, 0.07608571)","(4, 0.012000617)","(5, 0.02062063)","(7, 0.06375903)","(11, 0.14858459)","(14, 0.04580974)","(16, 0.057701863)","(21, 0.020097645)","(22, 0.06578946)","(24, 0.07140583)","(26, 0.010843598)","(27, 0.06757527)","(28, 0.015176648)","(29, 0.02076779)","(32, 0.022026835)","(33, 0.17105341)","(38, 0.010856774)"
"(2, 0.13935328)","(6, 0.040672876)","(9, 0.06967139)","(15, 0.01902371)","(18, 0.024126569)","(20, 0.031275276)","(25, 0.11619444)","(26, 0.1345963)","(30, 0.22372998)","(31, 0.041482784)","(36, 0.06878345)"
"(9, 0.054439187)","(11, 0.022559455)","(18, 0.06133692)","(21, 0.057013143)","(24, 0.10403787)","(26, 0.039131183)","(28, 0.2119037)","(31, 0.017808544)","(32, 0.06109116)","(33, 0.13512342)","(34, 0.05386581)","(37, 0.061804608)","(38, 0.012331173)"
"(6, 0.01855906)","(7, 0.023112714)","(9, 0.15981734)","(10, 0.023134595)","(11, 0.12812008)","(14, 0.033944078)","(17, 0.023348983)","(18, 0.07230961)","(19, 0.034978293)","(22, 0.014651571)","(23, 0.021319702)","(26, 0.09456925)","(27, 0.020344915)","(29, 0.020218486)","(32, 0.017076395)","(33, 0.02679722)","(35, 0.03210824)","(37, 0.06493371)","(38, 0.06469769)","(39, 0.024647512)"
"(0, 0.037593678)","(1, 0.0469522)","(6, 0.030286018)","(10, 0.060761046)","(12, 0.24610545)","(14, 0.012483725)","(18, 0.016893208)","(19, 0.084746495)","(22, 0.03952758)","(28, 0.090068445)","(29, 0.0127357235)","(32, 0.010557824)","(33, 0.010744836)","(34, 0.18455094)","(37, 0.014371446)","(38, 0.024530945)","(39, 0.018487604)"
"(1, 0.14879514)","(2, 0.06382379)","(5, 0.034964)","(7, 0.06862696)","(10, 0.07963098)","(12, 0.17907494)","(14, 0.01981148)","(15, 0.0102496995)","(19, 0.03742575)","(23, 0.13943341)","(33, 0.10721271)","(35, 0.01130334)"
"(2, 0.1552955)","(4, 0.07447879)","(5, 0.122231536)","(7, 0.059633758)","(9, 0.029804863)","(10, 0.10125004)","(12, 0.0800771)","(13, 0.020329304)","(14, 0.07470946)","(18, 0.03700988)","(19, 0.010449725)","(21, 0.021596849)","(23, 0.061388727)","(25, 0.014654455)","(27, 0.024335885)","(37, 0.023029292)"
"(4, 0.047731023)","(6, 0.036307413)","(8, 0.018713988)","(10, 0.02332263)","(11, 0.035454046)","(13, 0.11839637)","(14, 0.030358003)","(15, 0.017869107)","(18, 0.044144776)","(19, 0.012576887)","(22, 0.06272779)","(23, 0.030405581)","(27, 0.041931015)","(29, 0.021427337)","(30, 0.036429275)","(32, 0.09349154)","(33, 0.012875889)","(37, 0.19776312)","(38, 0.015611023)","(39, 0.028525192)"
"(0, 0.051335115)","(1, 0.020689363)","(8, 0.0572485)","(14, 0.19677503)","(18, 0.13758524)","(20, 0.17717597)","(21, 0.035309307)","(27, 0.029252343)","(31, 0.16870624)","(33, 0.013257224)","(35, 0.029272335)"
"(4, 0.052304026)","(7, 0.03537469)","(8, 0.07336124)","(12, 0.082773596)","(19, 0.08934485)","(21, 0.0565206)","(24, 0.056355316)","(25, 0.13492495)","(26, 0.034059547)","(28, 0.0874642)","(29, 0.03549565)","(37, 0.11362736)","(39, 0.04763306)"
"(1, 0.14676876)","(2, 0.04181056)","(6, 0.018154986)","(9, 0.023760911)","(10, 0.054632433)","(14, 0.1454333)","(19, 0.010649011)","(20, 0.031263407)","(21, 0.04017869)","(22, 0.14635052)","(33, 0.066653825)","(35, 0.03955875)","(36, 0.012786885)","(37, 0.099935316)","(39, 0.027237963)"
